gold_id,customer_text_clean,semantic_intent,semantic_confidence,bert_predicted_intent,bert_confidence,gold_intent,review_notes
254,@AppleSupport will there be another software update soon? my battery doesn’t last half a day since upgrading to iOS 11.0.3 ☹️,ios_update_issue,0.50761616,battery_issue,0.87171733,,
243,@AppleSupport ApplePay in iMessages......live...not live....what's going on?,authentication_or_code,0.4648029,messaging_or_communication,0.915274,,
66,@115858 just a few weeks ago my phone was working nice and smooth and fast .Y’all release a new phone and my phone start crashing . Do better,app_crash_or_freeze,0.50708085,app_crash_or_freeze,0.8757902,,
161,"@AppleSupport that bug with the letter ""I"" is now happening with the letter ""O"" as well..",system_ui_keyboard_or_notification_bug,0.48442027,system_ui_keyboard_or_notification_bug,0.899707,,
8,"Hey @115858 with all these new features on your phones, could you possibly fix the WiFi functionality? If I’m not connected I don’t need the phone to not do anything but search for WiFi signals. It gets old having to cut the WiFi off constantly to have my phone work.",connectivity_issue,0.4752804,connectivity_issue,0.9090492,,
260,Ever since @115858 released their newest phones my phone keeps crashing and acting stupid! This is legit annoying as fuck,app_crash_or_freeze,0.47040993,app_crash_or_freeze,0.9143366,,
96,"So i've just run an @115858 update on my iphone. It was plugged in and was on 90% battery. When it had finished and restarted, battery was 72%! - HOW???",ios_update_issue,0.5303701,battery_issue,0.8544749,,
26,"Hey @115858, half the apps on my phone are barely useable since the recent update. When is this going to be seen to?",app_crash_or_freeze,0.49701694,app_crash_or_freeze,0.8925428,,
204,"@AppleSupport @115858 In the Mail app on my iPhone X, I’m seeing a screen flicker when going back and fourth from the inbox to individual e-mails. Is this a known issue? Is the a fix? #Apple #iphonex",system_ui_keyboard_or_notification_bug,0.501715,icloud_photos_or_mail,0.8883881,,
25,Why does iOS 11 always have Bluetooth turned back on whenever I restart it? It should only be on when I turn it on. @AppleSupport,connectivity_issue,0.48295227,connectivity_issue,0.9101584,,
270,@AppleSupport I’ve got my phone plugged into my computer and trying to get my photos from the photos app to iTunes but there’s no option/I don’t really know how it’s done because google didn’t help me,icloud_photos_or_mail,0.4837565,icloud_photos_or_mail,0.91091865,,
247,@AppleSupport bought an iphone8 today.. and after 6 hours its not working😭 any clue what might have happened???,hardware_repair_or_damage,0.5129049,hardware_repair_or_damage,0.88225126,,
42,"@AppleSupport why does the now iOS 11 drain our battery, can we go back to iOS 10?",battery_issue,0.47909465,battery_issue,0.9167384,,
221,"@AppleSupport I don’t turn my WiFi off, I keep it on all the time. They freeze and the screen goes black and then my whole phone freezes.",connectivity_issue,0.49843496,connectivity_issue,0.89758015,,
128,"@AppleSupport My iPhone has been restarting &has zero space,malfunctions than has a lot of space&has trouble w/iCloud music library. Help",media_playback_issue,0.48984763,media_playback_issue,0.9069312,,
98,Can we store music in iCloud? @AppleSupport,media_playback_issue,0.47487321,media_playback_issue,0.92195535,,
3,@AppleSupport @AirbnbHelp facial recognition software used login to @115783 do not work. Both my accounts are permanently lock. Support for both have no clue what to do. #iphoneXissues#$1400paperweight#noplacetostayforNYE#firsttweet,authentication_or_code,0.5036551,authentication_or_code,0.89366615,,
138,@AppleSupport i wasn’t using an app. my phone screen locked i unlocked it and then it happened,hardware_repair_or_damage,0.4782059,app_crash_or_freeze,0.9197235,,
279,"@AppleSupport Yes certain of time, not bcause accessing apps. Sometimes when i rise wake and cancel open lock, it happen next i rise wake",app_crash_or_freeze,0.4975479,app_crash_or_freeze,0.9007286,,
146,"@AppleSupport I have WiFi, but i can’t send texts or call. No problems with the card! I’m using the first version of iOS 11",messaging_or_communication,0.5469945,connectivity_issue,0.8545997,,
95,"@AppleSupport Happens mostly in FB and instagram. Installed and updated everything last night. Shut down phone last night, didn’t help, haven’t this a.m.",app_crash_or_freeze,0.5344927,app_crash_or_freeze,0.876441,,
251,@AppleSupport Since iOS11 iPhone regularly disconnects/fails to connect to my car’s Bluetooth system. Was fine before...,connectivity_issue,0.4984706,connectivity_issue,0.91290814,,
208,"every time i pay for my apple music, i get finessed out of 10 extra dollars wtf",media_playback_issue,0.48409253,media_playback_issue,0.93315756,,
293,@AppleSupport why won’t any Apple devices in my home connect to my wifi? Don’t think it’s the wifi because my Xbox and smart tv is working,connectivity_issue,0.5071961,connectivity_issue,0.9118987,,
299,@458044 @115858 @AppleSupport Why are my iPhone 7 plus text messages disappearing after I send them? @115858 and @applesupport,messaging_or_communication,0.54954916,messaging_or_communication,0.87048537,,
185,"Made the mistake of updating to iOS 11.0.1 now my phone keeps dropping my wifi, or not registering networks at all. Thanks, @AppleSupport",connectivity_issue,0.5187644,connectivity_issue,0.9015584,,
259,Whenever me and @61335 type “I” it shows up as some other symbols. Anyone else? @AppleSupport,system_ui_keyboard_or_notification_bug,0.53320163,system_ui_keyboard_or_notification_bug,0.88912773,,
36,@115858 why is it whenever I turn my phone off and then turn my phone back on the Wi-Fi turns on? Please fix this 😫,connectivity_issue,0.5235741,connectivity_issue,0.89876455,,
58,Upgraded new phone to iOS11 last night ... what a mistake ... full battery on refresh 12 hours lasted without using at 20% .... @AppleSupport can I revert?! Nightmare,battery_issue,0.526819,battery_issue,0.89572245,,
6,@AppleSupport @115858 how do I download all the photos from the icloud at once? There is no select all option.,icloud_photos_or_mail,0.5088426,icloud_photos_or_mail,0.91370565,,
283,@AppleSupport How can I delete an old Apple account ? I don't find that on,authentication_or_code,0.50906503,authentication_or_code,0.9148308,,
86,@AppleSupport Sister just came home and her iPhone is not connecting either,connectivity_issue,0.54892254,connectivity_issue,0.8761324,,
39,"@AppleSupport It’s just happened with Twitter, could not open the app!! iPhone 7, 128gb and iOS 11.0.2",app_crash_or_freeze,0.5073347,app_crash_or_freeze,0.9183226,,
168,"@115858 it’s an iOS and macOS issue. in iMessage, FB Messenger and other apps. Seeing LOTS of complaints from friends and family.",messaging_or_communication,0.517914,messaging_or_communication,0.9098822,,
286,How do you activate /create that invisible iMessage feature @AppleSupport,messaging_or_communication,0.5087402,messaging_or_communication,0.9193285,,
198,@115858 hi on the next update can you make it possible for us to turn iMessage on and off for individual people that would be really helpful,messaging_or_communication,0.5142438,messaging_or_communication,0.9149153,,
265,@AppleSupport @320395 Battery life from 100% to 10% in 30 minutes! 😱,battery_issue,0.5156052,battery_issue,0.9139855,,
75,"Very disappointed with the @AppleSupport iOS 11.0.3 download, froze my phone for 2 days, now WiFi drops out and Apple Music won’t work right",media_playback_issue,0.53281873,media_playback_issue,0.8987719,,
141,@AppleSupport I don't have Bluetooth on and as far as that goes I don't even know what's meant by a Bluetooth device.,connectivity_issue,0.53129494,connectivity_issue,0.9107038,,
