customer_text_clean,brand_response_clean,intent,label_confidence
"Hey @AppleSupport since updating my phone w/the new iOS I’m having all sorts of issues, so is my son. Anyone else having issues?",@361594 We're here for you. Can you tell us in more detail what's going on with your iPhones? Thanks!,ios_update_issue,0.7220071
@AppleSupport I've bought like 3 different chargers and my phone keeps saying it isn't compatabile and it isnt charging help,@535805 Thanks for reaching out. The steps in this article may help please DM us if the issue continues.,battery_issue,0.7113613
Ever since I updated to iOS 11 my phone has been extremely slow...@115858,@479615 We want to help. Reach out via DM using the link below.,device_performance,0.71530604
hi @115858 why did the update break my phone,@206681 We can help! Send us a DM and let us know what's going on.,ios_update_issue,0.70457214
@AppleSupport Finder/Documents folder says iCloud storage is full but it clearly isn't.,@123845 Let's take a look into this together. Send us a DM with the version of macOS you're on and we'll go from there.,icloud_photos_or_mail,0.6386294
"@AppleSupport got a replacement iPhone 7 today, last back up was yesterday and I back up my photos, just restored and all my photos are gone",@502225 We're here for you! Let's look into all options to recover your photos. Please DM us about the steps you took to restore data.,icloud_photos_or_mail,0.70668525
"@AppleSupport Hey, updated my phone. Now it keeps freezing, please resolve. Thanks.",@680399 You’re in the right spot and we’ll do everything we can to help you with this. What model iPhone are you using? Does this only happen when certain apps are open?,device_performance,0.7621086
@AppleSupport my phone doesn't work and can't connect to wifi,@806812 We've responded to your DM. Look for us there.,connectivity_issue,0.6059494
@AppleSupport why does my music keep pausing every time I go in another app? 🤔 I’m running iOS 11.1,"@316439 We're here for you. Are you using the default Music app or something else? Also, does this happen without headphones?",media_playback_issue,0.67158085
"@115858 Apps are opening and closing themselves, apps are crashing when I try to use them, I expect that now and again but even like calendar is",@209793 We understand. Join us in DM please and we'll start troubleshooting.,app_crash_or_freeze,0.7119997
"@AppleSupport Thanks, but she already tried that & it didn’t work. This is trying to type “I”, and a ? surrounded by a square turns up.",@517702 We're glad to hear that worked out! Let us know if you need any help in the future.,system_ui_keyboard_or_notification_bug,0.66261315
@AppleSupport I was trying to pair with Bose earbuds. It’s working now. Not sure what happened.,"@796620 Well, we're glad to hear you sorted it out. Reach out if you ever need further assistance.",connectivity_issue,0.58450854
@AppleSupport My phone is freezing,"@806478 We want to help. Does this happen with certain apps? When it becomes unresponsive, how long does it normally take for everything to start working again? Also, which iOS is on the iPhone? You can find out by going to Settings > General > About",device_performance,0.7158427
"Hi @AppleSupport I hav a faulty phone,only 5 months old!Spoke to your support team who hav tried helping but I hav a hardware issue, so a replacement is my only option!I dont live near a store,sending away is not a option,I need to b contactable!What other options do apple have?","@357872 Hey there! Thanks for reaching out to us about this. We may have another option, but we'll need to look into this further before we can be sure of that. Shoot us a DM and we'll go from there.",hardware_repair_or_damage,0.6604383
"Downloaded iOS 11 and now my iPod touch won't play any music. Brilliant stuff, @AppleSupport.",@152254 We'd like to help you get back to enjoying your music. Are you on iOS 11.1.2? What iOS version were you on prior?,media_playback_issue,0.65413254
Hey @AppleSupport can you please work on this keyboard glitch? I have he latest IOS and reset my keyboard five times. Literally nobody types like this and it’s really annoying to correct it myself every single time.,@678340 We appreciate any feedback you can give us about the Auto Correct feature in iOS. Let us know about features you'd like to see implemented or changed here:,system_ui_keyboard_or_notification_bug,0.67023796
@AppleSupport Its GREY that means Bluetooth is on but not connected. And I can’t even show you cuz the damned system won’t even do that now??? Oh god…,@177548 We'd like to take a further look at this with you. Please meet us in DM to continue.,connectivity_issue,0.6177915
So my Apple Music is not working. Im not able to search for music. I don't pay for things that don't work. What's going? @AppleSupport,@813668 Let's get that Apple Music working for you again. What's happening when you try searching for music? Are you connected to cellular data or Wi-Fi when it fails to work correctly?,media_playback_issue,0.7605157
@AppleSupport I cant log in my iCloud from a windows computer. The site says that it's not possible to verify my identity. Is the system ok?,@472849 Are you still experiencing this? Everything seems to be fine on our server status page here:,authentication_or_code,0.67412376
"@AppleSupport @115714 It's on the latest version of iOS, already checked for carrier updates and even restarted it. I noticed that my phone lags sometimes too.",@435439 Great troubleshooting so far. We're happy to continue with you. Does this usually happen in the same areas?,device_performance,0.73000354
Hey @AppleSupport the iOS update is ruining my Apple iPhone experience pls fix,@289009 Hi there. Can we ask for a little detail about what seems to be going on for you? What exactly is happening with your iPhone?,ios_update_issue,0.7430364
@AppleSupport can't sign in2 iTunes Store becuz Apple ID email does not exist Yahoo deleted it for inactivity yrs ago n phone logged me out?,@389144 The security of your account is important to us. Contact our Account Security team via:,authentication_or_code,0.6686603
@AppleSupport my phone was messing up so I turned it off and on and saw that 1000 of my photos have just disappeared?????????? Wtf????,@201685 Thanks for reaching out. We're here to help. DM us so we can look into this further with you.,icloud_photos_or_mail,0.62531644
@AppleSupport help! Most of my photos have disappeared from my phone and backup seems to have no pics either!,@485678 We'd be happy to assist with your Photos today. Send us a DM to get started.,icloud_photos_or_mail,0.7184507
I tried to download new apple update and now my iPhone won't connect to the cellular network thanks...@115858 @AppleSupport,@628931 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance.,ios_update_issue,0.70397717
"@AppleSupport my music app on iPhone suddenly stopped working while listening, tried uninstall, hard reboot but nothing ... help please !","@228491 That's no fun, but we're here to help get those tunes flowing again. Do you get an error message when you try to play anything now? Were you streaming music through an Apple Music subscription or were these downloaded songs? Let us know in DM.",media_playback_issue,0.69468343
@AppleSupport can you please fix these bugs 🙄🙄 like now it’s just out of hand. I cannot have my phone crashing every 10mnts,@316620 Thanks for contacting us. We'd like to gather some info. Let's meet in DM. We'd love to help out!,app_crash_or_freeze,0.6589701
@AppleSupport Hi I have green vertical line on the right side of my iPhone X it’s there constantly and doesn’t go away when restarted. Can you advise on the issue?,@820083 We've got your back. Which iOS version are you running? When did you first notice this? Please reply with a DM.,hardware_repair_or_damage,0.7710672
"@AppleSupport have an issue with being locked out of my Apple ID, and I don't know why it's not working",@436865 Hi there. We'd like for you to gain access to your Apple ID as quickly as possible. Please follow the steps in this article:,authentication_or_code,0.6973619
"@AppleSupport It’s an iPhone 6. Running 11.1.2. I’ve done all those tips some time ago and my battery life is still horrendous! This has only been an issue since I upgraded to iOS 11, I had no battery issues on iOS 10, literally the day I upgraded I started to suffer.",@764997 Thanks for those details. We'd like to gather some additional information about your iPhone 6. Join us in DM with your current location and we'll continue there.,battery_issue,0.7028251
dear @AppleSupport I just upgraded my iOS to the latest version.. and my iMessage kept error all the time.. what should I do?,@432489 Let’s work together to get this addressed. Which device are you using? What is the exact error message you receive?,messaging_or_communication,0.6123646
@AppleSupport I just love how my apps constantly crash or won't open. I have to restart my phone 5x day & nothing works or loads 😤,@284012 We'd be happy to look into what's happening with your apps. Which iPhone and iOS version are you using? You can find the version by going to Settings > General > About > Version.,app_crash_or_freeze,0.73692
My phone hasn’t allowed me to download new apps since iOS update. Any ideas @AppleSupport ? Just shows the grey circle forever? 🤷🏻‍♂️,"@264627 We'd love to take a look! Before we begin, can you tell us what iOS version you're currently on?",ios_update_issue,0.7000899
My brand new phone keeps crashing 🙂. Help me. @AppleSupport,@258949 We're happy to help. Tell us more about the issue you're experiencing. Does this occur while you're using a certain app or apps? Which version of iOS are you running?,app_crash_or_freeze,0.724758
@AppleSupport My phone keeps freezing and at times it wont even let me restart it. It won’t let me access my apps. It literally freezes every few minutes and I cant do anything about it. This all started after I updated my phone.,@725607 That's not the experience we want you to have with your iPhone. We will certainly do everything we can to get it operating as normal again. Can you confirm for us the exact iOS 11 version you are running under Settings > General > About? DM us that info.,device_performance,0.722713
@281282 @AppleSupport Just bought iphone8+ and my Fitbit won’t connect to Bluetooth. How do I fix this? I deleted from old phone. Turned Bluetooth off and on. Please help.,@468846 We'll gladly help out. What iOS version is running on the iPhone? And are you able to connect to Bluetooth devices other than the Fitbit?,connectivity_issue,0.6187966
Are you Fucking kidding me @AppleSupport why can’t i type the letter i,@395734 We can help you out. This article has a workaround for this issue: DM us if still having issues.,system_ui_keyboard_or_notification_bug,0.7188303
My battery jus dropped from 90% to 8% in 20min wtfgo @AppleSupport,@150202 We want to look into why this happened. DM us what iOS version you have in Settings > General > About and if you've had other battery related issues recently. We'll work with you there.,battery_issue,0.8173002
@115858 can y’all please fix this problem I️ I️ I️ I️ I️ I️ .. I️ can’t type the letter after “H” in the alphabet 😤😤😤 @AppleSupport,@480066 Thanks for reaching out. Try out the steps in this article: Questions? DM us.,system_ui_keyboard_or_notification_bug,0.7346166
"@AppleSupport @115858 Apple Turkey is not treating its customers very well! My IPhone 5S went to repair (2nd time in 3 months), they want to give me a new phone but nobody knows when! AppleTurkey customer service did not help!",@267553 Hey there. We're happy to look into this. DM us and we'll go from there.,hardware_repair_or_damage,0.6070972
how can i fix that stupid i️ shit in imessage @115858,@591466 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this.,messaging_or_communication,0.65164924
@115858 @AppleSupport why is my iPad air no longer connecting to my Wi-Fi? My Wi-Fi is on and nothing has changed. Just won’t connect.,"@535634 We can help you get your iPad connected. Try restarting your device, and DM us if this persists:",connectivity_issue,0.59202147
"My IPhone is lagging n freezing sometimes, can someone help? @2531 @AppleSupport",@758086 Thanks for reaching out to us for support. We would love to help you. We recieved your DM's and we'll continue from there.,device_performance,0.8019285
@AppleSupport why does my iPhone X freeze in apps for like 5 seconds?,@774571 Let's look into this together. When do you see this happening? Is it when you open the app or after you've been using it? Does it happen with all apps or just specific ones? Which iOS are you running? Check here: Settings > General > About > Version.,app_crash_or_freeze,0.6672897
@115858 And my notifications won't come through,"@705409 We want to help with any issues you’re having. DM us more details along with the exact iOS version, and we’ll go from there.",system_ui_keyboard_or_notification_bug,0.7054049
"My iPhone keeps crashing every 1.5 minutes, YES I TIMED IT. HELP! @AppleSupport",@252077 We can fix that by following the steps in this article: Be sure and backup before updating. Let us know how it goes.,app_crash_or_freeze,0.64025176
@AppleSupport why does my iPhone 7 keep freezing ?????,@430146 We'd like to look into this with you. DM us the iOS version you're running and we'll go from there.,device_performance,0.7326698
"@AppleSupport why is my iPhone crashing on every app when I play a video? Snapchat, instagram, Facebook? Phone is updated as well as apps",@285851 Let's look into that. Send us a DM and we'll go from there.,app_crash_or_freeze,0.68349457
"Updated my iPhone to the new iOS & it’s started glitching. Never had that issue before. Thanks for that, @115858. Shady business practices.",@607292 We're going to do everything we can to help. Please DM us some further details and we can pick up from there.,system_ui_keyboard_or_notification_bug,0.70118785
@AppleSupport The Music app keeps crashing. I’ve deleted and reinstalled it 5 times and it still doesn’t work.,@169259 We'd be happy to look into this with you. Which country are you located in? Can you please reply in DM?,media_playback_issue,0.68623006
@AppleSupport why am I getting: our Apple ID cannot be updated at this time message when trying to change it on my account? I have signed out of everything and followed your online instructions.,@271157 We're happy to look into this with you. Send us a DM to get started.,authentication_or_code,0.7071639
@AppleSupport @115858 need to fix this error with people phones can’t text with the letter i,@516525 Here’s what you can do to work around the issue until it’s fixed in a future software update:,messaging_or_communication,0.6199623
@AppleSupport help my notifications aren’t showing up,"@501233 You've come to the right place for help with your Apple products. To get started, can you tell us what device and operating system you're needing help with?",system_ui_keyboard_or_notification_bug,0.66233927
"@AppleSupport my phone won’t connect to any WiFi now, how many more faults can there be with this phone 😩","@660894 We can help. Tell us what happens when you try to connect to Wi-Fi networks, and we’ll partner with you to get this figured out.",connectivity_issue,0.582359
"@AppleSupport I'm unable to update my iPhone, the update downloads & when I click install it verifies but then says it's unable to download?",@195830 We're happy to help and thanks for the screenshot. Let's start here:,ios_update_issue,0.8263617
@AppleSupport is it normal for all photos (minus a random few) that were saved as optimized to disappear from an iPhone? They are online in iCloud & I need them back.,"@274463 We'd be happy to look into this with you. Having access to your memories are important. Just to be sure we understand, there are pictures in that are visible when you sign in but aren't visible in the Photos app on your device, correct?",icloud_photos_or_mail,0.6942515
"@O2 my phone keeps freezing, been into 2 shops both say they have fixed it not even 2weeks old, had nothing but trouble @AppleSupport @o2",@389013 We can definitely look into this further with you. We want to be sure you're able to use your iPhone as you'd expect. Send us a DM and let us know which iOS you're running currently. We'll go from there.,device_performance,0.793584
Fucking imessage keeps crashing. Anyone else have this problem ??? @115858,@268754 We're here for you! Send us a DM along with your iPhone's current iOS version and we'll continue together there.,messaging_or_communication,0.60691595
@AppleSupport I have having issues with my Apple Music when I open it the app tells me I already have Apple Music.,@486643 We'd be happy to look into this with you. DM us using the link below to get started.,media_playback_issue,0.6673887
hi how do i fix my phone none of my texts are coming through ????? @115858,@447309 Let's get you back to texting. Can you send texts successfully? Are you connected to Wi-Fi or cellular data currently?,messaging_or_communication,0.6542926
@AppleSupport my photos (specifically adding photos to texts and screenshots) are SUPER buggy. I can’t send pics anymore to ppl 😒😫,@397073 Let us help. Tell us what happens when you try to send pictures. Do you get an error message of any kind?,messaging_or_communication,0.6919555
The latest iPhone update has ruined my battery life. Sort it out @115858 @AppleSupport,"@612790 We'd be happy to work through the battery issues you're experiencing with your iPhone. To clarify, did you installed iOS 11.1.2? Tell us via DM and we'll meet up with you there.",battery_issue,0.73845464
"@AppleSupport i had to turn it off bc apps kept crashing and the phone in general was being janky. when that happens, turning it off and on again usually fixes it. ended up having to restore my phone which is what im doing rn","@768069 Thanks for clarifying. Restoring, or even attempting to restore would be the next step here. If it continues to fail after a clean installation of iOS, then let us know and we will go from there.",app_crash_or_freeze,0.67890733
@AppleSupport My IPhone 7 keeps Crashing what should I do?,"@491099 We want to help you. DM us, and we can look into what's going on with your iPhone 7.",app_crash_or_freeze,0.6432285
"Why every time I try to text someone, I goto their contact press the Text thing that shit send me straight to my home screen @AppleSupport 😤",@557303 We'd be happy to look into this with you. Does this happen with every contact?,messaging_or_communication,0.6524465
hey @AppleSupport can you fix the letter i️ so i️ don’t have a question mark when i’m trying to type,@518399 Here’s what you can do to work around the issue until it’s fixed in a future software update:,system_ui_keyboard_or_notification_bug,0.6873545
@AppleSupport can you help me please? I’m trying to log into my Apple I.d but it’s not working,"@529964 Hi, we appreciate you reaching out to us to resolve this matter. Let's partner up in DM and go from there.",authentication_or_code,0.6726584
@AppleSupport Since updating to iOS 11 I can’t download or update any apps. Currently using iOS 11.1 on iPhone 6s. Any advice?,"@510684 We can help! Has the device been restarted? If not, let's do that using these steps:",ios_update_issue,0.70469266
@AppleSupport iPhone battery is terrible with latest iOS upgrade. Only 9:30am and only have 40% left. Woke at 7am and all I did was check emails and Twitter.,@586697 Which version of iOS are you currently running? You can check in Settings > General > About > Version. Let us know in DM please:,battery_issue,0.7123018
"@AppleSupport Pls help. All of a sudden certain songs downloaded with Apple Music, can't be played anymore. It says the below error:",@303536 We're here for you. Does this only happen with one album? When connected to the cellular or another Wi-Fi network?,media_playback_issue,0.7207751
"@AppleSupport why do all my apps continuously freeze when opening, and then crash?! Only got this after I updated my phone. 🙃",@529799 We'd like to help! Send us a DM with the device you are using and we will continue from there.,app_crash_or_freeze,0.7286723
@AppleSupport please my phone can’t update any program in App Store what’s the problem ! iPhone 7 .,"@311808 Let's work on this together. To start, can you tell us what happens when you try to update an app in the App Store?",ios_update_issue,0.69825983
@AppleSupport @2531 @AppleSupport what is going on with my keyboard why can’t the word “I️” spell out???? Remove your bug please,@759518 We recently released an iOS update that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up:,system_ui_keyboard_or_notification_bug,0.6585889
@AppleSupport Its iPhone itself. Thank you for replying @AppleSupport,"@664471 Are you experiencing no sound at all? Is it just on calls, or with music and notifications as well?",information_or_how_to,0.5738897
"@115858 why does my phone keep disconnecting from the WiFi in like thirty second of me connecting nothing is wrong with my WiFi it’s just y’all, pls fix I’m tired of reconnecting every thirty seconds","@261189 Thank you for reaching out to us! We know how important it is to have your device working as expected, and we’ll do everything we can to help you out with this. Can you tell us which device and software you’re using? Also, how long this has been going on?",connectivity_issue,0.681824
"@AppleSupport my iphone 7 is crashing whenever I open a new app, sometimes I can’t even accept calls, and my battery is draining. :(","@565529 Certainly not what we want to hear, but we can help! Let us know via DM which iOS is currently installed, then we can go from there.",app_crash_or_freeze,0.6519132
@AppleSupport apple ID login page appears to be broken,@303466 Let's see what's happening. Which country are you located in? DM us with that information and tell us what you're seeing.,authentication_or_code,0.64790285
"@AppleSupport I have talked to customer support and no help. The new iOS update is terrible. Phone lags and stalls, many bugs","@788439 Send us a DM, and we'll go from there:",ios_update_issue,0.71496403
My phone is constantly freezing. I just got it a few months ago. Any updates on software fixes? @AppleSupport,@214631 We'd like to look into this with you. Do you notice if this happens when you're using certain apps or features? Can you let us know which iOS version you have installed? You can see this in Settings > General > About. Let's meet up in DM to continue:,device_performance,0.82197607
why does every @115858 update break my phone without fail,@269169 That’s not the experience we want you to have. Send us a DM letting us know what you are experiencing with your phone and we will take it from there.,ios_update_issue,0.7110547
i can’t deal with this iOS bug. Fix it @115858,@629756 We'd like to help. DM us and we'll get started.,ios_update_issue,0.6974664
Battery life suppose to be bad @115858 @AppleSupport after two weeks w iPhone 8? Ugh... first 10 days- great! Now charge needed in 1/2 a day,@437414 That's not the experience we want you to have. Which iOS 11 version are you using?,battery_issue,0.72049725
My phone is lagging so bad after the update and iPhone 8 came out. @115858 do something about this,"@765479 Hi. We definitely know how important your iPhone performance is and will be glad to help. To get started, what is your iOS version? Go to Settings > General > About for that. Also, do you recall which version iOS you had prior to updating?",device_performance,0.7058709
Can anyone tell me why my iPhone battery now doesn’t even last 24hrs since the new update? @2310 @AppleSupport,"@568651 Let's work together in DM to investigate what's going on with your iPhone, and make sure it's available when you need it!",battery_issue,0.6963957
@AppleSupport Is there a reason why my phone battery life has gone down substantially? Better yet... How can I fix this?,"@391268 Which iPhone model and iOS is this on? Also, have there been any major changes to your device? Let us know, we'd like to help.",battery_issue,0.71900964
@AppleSupport iOS 11 usually Facebook will freeze and Instagram runs really slow and crashes damn near everything on the phone is laggy,@200266 Thank you for letting us know that you're having trouble. Which version of iOS are you using under Settings > General > About?,app_crash_or_freeze,0.66087943
@AppleSupport Just upgraded from 6 to iPhone7; but Bluetooth connectivity is a major issue with iOS11. bt device automatically disconnects. Any help?,@143871 Congratulations on the new iPhone 7! We want to be sure you can use your Bluetooth connection as you'd expect to. Let us know if the steps outlined here help you:,connectivity_issue,0.5800313
"You should repair my mac book MacBook Pro (17-inch, Early 2011) @AppleSupport",@589055 We're here to help. Let's take this to DM so we can better assist you.,hardware_repair_or_damage,0.69283104
"@AppleSupport I'm unable to update my iPhone from iOS 11.0.1 to 11.0.2. When I click ""Download and Install"" nothing happens.",@604024 Does a restart help? Look into the steps in this article & DM us if there's still an issue:,ios_update_issue,0.7516747
"@AppleSupport also I haven't been able to update my phone in a while, it's got iOS 10.0.02 right now.Error message for every update since.",@603899 Let's discuss your options for your battery and help with your software updates. Please DM us with the link below to start.,ios_update_issue,0.710212
@115858 Is this happening to anyone else- my phone just keeps freezing since I updated it. Any solutions??,@342066 Let's check this out together. Follow us to DM and we'll take a closer look.,device_performance,0.7764373
"@AppleSupport The app I’m in will freeze, sometimes close itself and then all I can do is restart the phone. 6s","@515106 Got it, thanks for that info. To be clear, are you on iOS 11.1? With what exact version did the issues start?",app_crash_or_freeze,0.6804513
@115858 plz help I️ can’t use my keyboard (specially letter I️),@589134 We're happy to assist. Which iOS version are you currently running? Go to Settings > General > About for the version. DM us.,system_ui_keyboard_or_notification_bug,0.6840082
@AppleSupport would you pls tell me how am I supposed to recover my apple id password if you say you'll text recovery information but don't,"@232097 After you request account recovery, you get an email with a confirmation of your request, the date and time of when you can expect to regain access. You can find more information here: Still have questions? Let us know in DM.",authentication_or_code,0.6693169
@AppleSupport Attempting to update iPhone 5S to iOS 11.0.2; downloaded but getting error message on installing w/ no further info. Help?,@196620 We want to help. What is the error message?,ios_update_issue,0.70027816
@115858 pls pls can you fix the Bluetooth so my music doesn’t skip and randomly disconnect from my speakers???,@588107 Thanks for reaching out. We’d be happy to help! Let us know which device you’re using in DM. We’ll continue from there.,connectivity_issue,0.5831584
@AppleSupport why does my phone keep crashing and restarting? i tried restarting my phone and re downloading twitter i need help.,"@258011 We definitely understand how that would be challenging to work around, so we're glad to help. Please take a look at this article, which details steps to take if your iPhone is restarting:",app_crash_or_freeze,0.6408462
"@AppleSupport Photos suddenly disappeared from my iPhone yesterday, and today suddenly turned off I cant turn it on its showing only the apple icon! I need my photos back and my iPhone to work back! Help",@625085 We'd like to see how we can help. Follow the steps in this link and let us know your results:,icloud_photos_or_mail,0.7154864
"This New iOS Is The Worst, My Battery Lasts Like 5 minutes. @115858",@585357 We understand how important your battery life is. We can help! Which device are you using? DM us and let us know.,battery_issue,0.7326626
Bro these updates are starting to freeze my phone and crashing apps @115858 what now? #8PlusProblems,@483196 Let's check it out. Does iOS 11.1 show in Settings > General > About? When do you notice freezing?,app_crash_or_freeze,0.6451327
My alarm doesn't work anymore. @AppleSupport what's going on. I'm annoyed,"@796067 Thank you for reaching out. We're here to help. To get started, what is your current iOS version? Also, when did you notice this start?",system_ui_keyboard_or_notification_bug,0.6702397
My iPhone has been laggy and shutting off on its own since the update. What’s good? @AppleSupport - may switch over to the OTHER side.,@409340 We want to help. Are you seeing this across all apps and all over the device?,device_performance,0.7032175
@116333 Disappointed of #iPhone6 ​​during the last 8 months I have been repairing it and it continues to fail.What do I have to do?,@516311 Hey there. We'd like to help with your iPhone. Send us a DM.,hardware_repair_or_damage,0.62398404
@AppleSupport My phone is also crashing every 30 secs since the update!,@246770 We want to do everything we can to help you with your device. Can you work through this article and let us know if it resolves your issue?,app_crash_or_freeze,0.63688666
"I cant recover my apple ID it has been passed 6 months and nobody is solving my problem , any local advisor is helping😡 .HELP @AppleSupport","@771040 We're not able to help out with this over Twitter, but reach out to our Account Security team via the following link and they can look in to this with you:",authentication_or_code,0.6721581
@115858 I can’t read my messages because the app keeps crashing help,@691136 Reading your messages is very important. We want to make sure you have the access you need. How long has this been going on? Does it only happen with your messages?,app_crash_or_freeze,0.66107106
Can y’all seriously fix the issue of not being able to type the letter I️ @AppleSupport @115858,@510131 Here’s what you can do to work around the issue until it’s fixed in a future software update:,system_ui_keyboard_or_notification_bug,0.7172777
@AppleSupport Well my apps keep crashing and freezing,@360311 Thank you. Please send us a DM and tell us what version of iOS you see under Settings > General > About > Version.,app_crash_or_freeze,0.67710197
my phone crashes 10 times a day but i'm afraid if i update it the problem will get worse @AppleSupport i'm looking @ u,@363158 We'd like to help. Let's meet in DM to continue.,app_crash_or_freeze,0.6695317
"@AppleSupport i dropped my iPhone 7 and the glass on the rear camera cracked, how much will it cost to fix it? (Am from mexico btw)",@464357 We're here to help. DM us the country you're currently located in and we'll take it from there.,hardware_repair_or_damage,0.59948766
"@AppleSupport Switched to IPhone8, the battery life is very very bad. Total disappointment! What I am supposed to do?",@267790 We appreciate you reaching out. When did you get your iPhone? Approximately how long does the battery last? Let us know via a DM.,battery_issue,0.72280073
@AppleSupport why won’t my icloud let me sign in 😤,@178740 Thanks for reaching out again. DM and let us know if you have restarted your iPhone since this began.,authentication_or_code,0.7068731
My dumb #iPhone constantly pauses music and podcasts (and plays them when app not even open) whenever I use headphones @AppleSupport help me 😩😩😩,"@275664 It’s important for your music and podcasts to work correctly on your iPhone! Let’s go through some troubleshooting so we can get to the bottom of this. To start, which version of iOS are you running?",media_playback_issue,0.6727481
My phone won’t stop turning off and freezing @AppleSupport !!!!,@130264 Let's look into this for you. Send us a DM with your current iOS version to get started.,device_performance,0.7354712
@115858 fix my A ? #iPhone,@529794 Here’s what you can do to work around the issue until it’s fixed in a future software update:,hardware_repair_or_damage,0.6024338
What’s with all these apps crashing even the the phone app and phones forcing themselves to restart. I’m moving to #Samsung @AppleSupport @115858 @134924,@685605 We want you to be able to use your apps. We're here to help. Please meet us in DM and we'll take a further look at this together.,app_crash_or_freeze,0.6766064
all my photos and vids disappeared wtf going on? @115858 😭😭,@695206 That is certainly not the experience we want you to have. Which iPhone model do you own? Which iOS version is running on your phone?,icloud_photos_or_mail,0.6200364
@AppleSupport my apps keep crashing.,@311373 We're happy to help. Does this occur with pre-installed apps or 3rd party apps? What's the iOS version installed on your device?,app_crash_or_freeze,0.7092061
"@AppleSupport after updating my iPhone 7 to iOS 11.0.3 and iCloud restore, all my photos are missing. “updating” has no progress.",@170421 We can help. Let's connect to a Wi-Fi network to see if the issue persists.,icloud_photos_or_mail,0.6723435
"@AppleSupport I’m locked out of my Apple account, don’t know my security questions, and the email that is being sent is being sent to the wrong Email. What can I️ do to get into my account?",@761175 Thanks for contacting us about your Apple ID account. We know how important it is to have access to your Apple ID. We'd like to get you connected with the experts that can help on this. Reach out to them here:,authentication_or_code,0.65058595
"@AppleSupport since i updated my phone to newest software it constantly freezes, up to 10 times a day. Why tho?",@393961 We're here to help. Let's take this to DM so we can better assist you.,device_performance,0.71095115
@AppleSupport fix the latest iOS.. it’s junk and frustrating me! 3 cracks at it already and still no good..,@614380 We'd love to help. DM us details about the issues you're seeing on your iPhone after updating and we'll get started.,ios_update_issue,0.70845664
None of my photos will load so I can see them and I also cannot send them. I don’t expect to pay £500+ for a iPhone for my photos not to load! I have done all updates that Apple have released and I also have plenty of storage on my phone. What’s going on @115858 @AppleSupport,"@697411 We'll get you pointed in the right direction. For help with Photos on your iPhone, connect with an Advisor who specializes in Photos here: You can connect with them by selecting Apps & Software > iOS Apps > Photos for iOS.",icloud_photos_or_mail,0.64726514
@AppleSupport so what’s going on with the keyboard and anyone who wants to type the I️? It comes up wrong (symbol) if you don’t catch it.,@595751 Thanks for reaching out. We have a workaround for this here: DM us if you still need help.,system_ui_keyboard_or_notification_bug,0.66694033
@AppleSupport No my phone was all good. Only today it’s not working keeps saying failed to send,@252639 The two are likely related. Do you use iMessage on any other devices?,icloud_photos_or_mail,0.6468035
@AppleSupport is there issues with iMessage?,@309609 Are you having issues with iMessages? Let us know what's wrong and we'll help out.,messaging_or_communication,0.6167203
Im really sick and tired of my phone freezing and randomly shutting off ever since I updated it @AppleSupport,"@785669 We'd love to help with this. Does it freeze while using a particular app? Does your iPhone turn back on and display a logo or a spinning gear or anything? DM us more details, as well as which model iPhone and the exact version of the operating system.",device_performance,0.7254959
@AppleSupport why does my phone randomly play music when I leave the headphones on even after I've stopped playing the music?,@401359 We'd be happy to look into what's going on. Which iPhone and iOS version are you using?,media_playback_issue,0.66345644
@AppleSupport my phone keeps freezing and I’m going insane,@535264 We can help look into the root cause as to why this is occurring. Send us a DM with your device & iOS version to get started.,device_performance,0.71623784
my notifications aren't working 😤 @AppleSupport,@801394 We’d like to look into this with you. Which device are you having this issue on? When did you notice the notifications were no longer appearing?,system_ui_keyboard_or_notification_bug,0.76164055
@AppleSupport What does shut down do on the iPhone settings?,"@163656 If you press Shut Down in Settings, you can turn off the device by sliding the icon that then appears.",information_or_how_to,0.6159115
"@AppleSupport When I try to send a message with pictures or video to a group i get an error message that says ""you must activate iMessage to send this""",@492420 Thanks for following up. Send us a DM so we can look into this with you there.,messaging_or_communication,0.63395154
@AppleSupport the iPhone X I just got yesterday has a green line on the right border on the screen :(,@764708 We want to help! Please DM us and so we can gather a bit of information.,hardware_repair_or_damage,0.7805198
Help! @AppleSupport #iphone keeps crashing in every app,"@753158 We've got steps to solve that issue on your iPhone. Let's use the steps here: to update your iPhone to iOS 11.2, and let us know if you in DM if that doesn't help.",app_crash_or_freeze,0.7454041
Hey @AppleSupport can you PLEASE fix the bug that won’t let anyone type the letter I️ without A ? Showing up,@623479 Here’s what you can do to work around the issue until it’s fixed in a future software update:,system_ui_keyboard_or_notification_bug,0.6548946
@323529 @115858 my iphone 7 is not charging more then 10% 😳,@323528 This is not the experience we want you to have. Which iOS version are you using?,battery_issue,0.73381126
"@AppleSupport I’m still getting the I glitch after updating iOS, anything I can do?","@667522 Great question! Does it happen when you type or when viewing messages or posts from other people? If it only happens when others type, they'll need to update to correct the issue on their end.",ios_update_issue,0.70028263
